player_id,team_id,team_abbreviation,drives,drive_fgm,drive_fga,drive_fg_pct,drive_ftm,drive_fta,drive_ft_pct,drive_pts,drive_pts_pct,drive_passes,drive_passes_pct,drive_ast,drive_ast_pct,drive_tov,drive_tov_pct,drive_pf,drive_pf_pct,season
203474,1610612749,MIL,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
201591,1610612766,CHA,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
203081,1610612757,POR,877,159,395,0.403,162,192,0.844,491,0.56,252,0.287,74,0.084,38,0.043,100,0.114,2015-16
202345,1610612759,SAS,5,0,1,0.0,0,0,0.0,0,0.0,3,0.6,1,0.2,0,0.0,0,0.0,2015-16
202350,1610612755,PHI,4,0,1,0.0,0,0,0.0,0,0.0,3,0.75,0,0.0,0,0.0,0,0.0,2015-16
101122,1610612746,LAC,107,12,43,0.279,11,12,0.917,37,0.346,46,0.43,6,0.056,5,0.047,6,0.056,2015-16
201980,1610612759,SAS,157,23,52,0.442,7,8,0.875,51,0.325,63,0.401,20,0.127,14,0.089,4,0.025,2015-16
201967,1610612750,MIN,37,10,16,0.625,2,2,1.0,24,0.649,11,0.297,3,0.081,6,0.162,1,0.027,2015-16
203130,1610612755,PHI,4,0,0,0.0,0,0,0.0,0,0.0,3,0.75,0,0.0,1,0.25,0,0.0,2015-16
203121,1610612740,NOP,71,15,29,0.517,2,2,1.0,33,0.465,26,0.366,11,0.155,2,0.028,2,0.028,2015-16
202721,1610612763,MEM,74,11,23,0.478,2,4,0.5,25,0.338,30,0.405,7,0.095,11,0.149,2,0.027,2015-16
201589,1610612743,DEN,26,5,16,0.313,4,4,1.0,14,0.538,3,0.115,4,0.154,1,0.038,2,0.077,2015-16
201954,1610612746,LAC,448,75,158,0.475,60,67,0.896,220,0.491,167,0.373,50,0.112,29,0.065,35,0.078,2015-16
101135,1610612744,GSW,159,50,100,0.5,31,38,0.816,133,0.836,18,0.113,8,0.05,11,0.069,19,0.119,2015-16
2561,1610612754,IND,168,47,106,0.443,25,28,0.893,123,0.732,29,0.173,10,0.06,7,0.042,14,0.083,2015-16
201599,1610612746,LAC,8,1,2,0.5,0,0,0.0,2,0.25,6,0.75,0,0.0,0,0.0,0,0.0,2015-16
202732,1610612748,MIA,1,0,0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2015-16
201971,1610612742,DAL,14,2,5,0.4,0,0,0.0,4,0.286,7,0.5,1,0.071,1,0.071,0,0.0,2015-16
201942,1610612761,TOR,870,142,312,0.455,167,196,0.852,465,0.534,300,0.345,76,0.087,50,0.057,99,0.114,2015-16
202326,1610612758,SAC,288,78,169,0.462,55,67,0.821,222,0.771,37,0.128,8,0.028,32,0.111,37,0.128,2015-16
201960,1610612737,ATL,147,28,71,0.394,17,26,0.654,74,0.503,41,0.279,8,0.054,10,0.068,13,0.088,2015-16
203471,1610612737,ATL,258,35,88,0.398,13,18,0.722,85,0.329,106,0.411,27,0.105,23,0.089,10,0.039,2015-16
965,1610612760,OKC,109,12,36,0.333,10,14,0.714,36,0.33,36,0.33,20,0.183,6,0.055,8,0.073,2015-16
101114,1610612751,BKN,576,92,187,0.492,51,62,0.823,242,0.42,229,0.398,71,0.123,42,0.073,32,0.056,2015-16
202324,1610612762,UTA,20,5,10,0.5,5,8,0.625,15,0.75,2,0.1,2,0.1,0,0.0,5,0.25,2015-16
201565,1610612741,CHI,108,21,58,0.362,12,12,1.0,56,0.519,27,0.25,7,0.065,9,0.083,6,0.056,2015-16
202682,1610612758,SAC,98,18,60,0.3,31,46,0.674,69,0.704,7,0.071,0,0.0,7,0.071,24,0.245,2015-16
2734,1610612742,DAL,263,31,80,0.388,41,52,0.788,109,0.414,80,0.304,55,0.209,16,0.061,26,0.099,2015-16
203473,1610612753,ORL,3,2,2,1.0,0,0,0.0,4,1.333,1,0.333,0,0.0,0,0.0,0,0.0,2015-16
202354,1610612737,ATL,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
203197,1610612762,UTA,240,33,96,0.344,4,4,1.0,70,0.292,92,0.383,29,0.121,16,0.067,2,0.008,2015-16
203079,1610612739,CLE,696,113,267,0.423,73,108,0.676,308,0.443,249,0.358,60,0.086,54,0.078,55,0.079,2015-16
202091,1610612756,PHX,16,1,2,0.5,6,8,0.75,8,0.5,6,0.375,3,0.188,1,0.063,4,0.25,2015-16
1717,1610612742,DAL,75,22,44,0.5,16,18,0.889,62,0.827,13,0.173,4,0.053,4,0.053,10,0.133,2015-16
202388,1610612754,IND,93,16,43,0.372,1,2,0.5,33,0.355,31,0.333,10,0.108,7,0.075,1,0.011,2015-16
202700,1610612745,HOU,34,10,18,0.556,3,6,0.5,23,0.676,6,0.176,2,0.059,2,0.059,3,0.088,2015-16
2748,1610612757,POR,98,11,24,0.458,7,10,0.7,30,0.306,46,0.469,13,0.133,7,0.071,5,0.051,2015-16
203117,1610612753,ORL,44,10,28,0.357,4,4,1.0,24,0.545,7,0.159,3,0.068,2,0.045,2,0.045,2015-16
203110,1610612744,GSW,140,17,58,0.293,16,26,0.615,50,0.357,37,0.264,11,0.079,15,0.107,14,0.1,2015-16
2400,1610612764,WAS,28,6,14,0.429,4,6,0.667,16,0.571,7,0.25,0,0.0,4,0.143,3,0.107,2015-16
202779,1610612761,TOR,45,3,11,0.273,2,2,1.0,9,0.2,27,0.6,3,0.067,3,0.067,1,0.022,2015-16
2730,1610612745,HOU,25,8,15,0.533,6,6,1.0,23,0.92,5,0.2,1,0.04,1,0.04,3,0.12,2015-16
2548,1610612748,MIA,517,103,196,0.526,37,56,0.661,253,0.489,178,0.344,52,0.101,52,0.101,30,0.058,2015-16
202734,1610612753,ORL,246,51,128,0.398,12,14,0.857,114,0.463,74,0.301,13,0.053,16,0.065,7,0.028,2015-16
201947,1610612752,NYK,79,20,42,0.476,8,18,0.444,50,0.633,19,0.241,2,0.025,6,0.076,9,0.114,2015-16
2248,1610612757,POR,15,1,2,0.5,2,2,1.0,4,0.267,5,0.333,5,0.333,2,0.133,1,0.067,2015-16
202334,1610612763,MEM,9,2,3,0.667,0,0,0.0,5,0.556,3,0.333,0,0.0,2,0.222,0,0.0,2015-16
202327,1610612749,MIL,17,3,11,0.273,1,2,0.5,7,0.412,2,0.118,1,0.059,1,0.059,1,0.059,2015-16
203548,1610612747,LAL,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
202343,1610612755,PHI,180,30,75,0.4,25,34,0.735,87,0.483,52,0.289,13,0.072,18,0.1,17,0.094,2015-16
1882,1610612737,ATL,45,14,19,0.737,8,12,0.667,36,0.8,13,0.289,2,0.044,5,0.111,6,0.133,2015-16
202683,1610612762,UTA,66,14,30,0.467,8,10,0.8,38,0.576,19,0.288,1,0.015,8,0.121,5,0.076,2015-16
202339,1610612756,PHX,499,89,196,0.454,69,88,0.784,254,0.509,150,0.301,51,0.102,45,0.09,45,0.09,2015-16
201569,1610612740,NOP,461,101,242,0.417,49,62,0.79,257,0.557,108,0.234,33,0.072,31,0.067,32,0.069,2015-16
201953,1610612755,PHI,80,6,34,0.176,5,10,0.5,17,0.213,27,0.338,5,0.063,8,0.1,5,0.063,2015-16
203513,1610612741,CHI,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
101141,1610612749,MIL,94,11,44,0.25,22,26,0.846,44,0.468,22,0.234,4,0.043,9,0.096,13,0.138,2015-16
203095,1610612743,DEN,329,63,144,0.438,34,44,0.773,165,0.502,108,0.328,24,0.073,25,0.076,22,0.067,2015-16
202323,1610612754,IND,679,156,364,0.429,75,97,0.773,395,0.582,154,0.227,43,0.063,48,0.071,51,0.075,2015-16
101128,1610612745,HOU,121,26,48,0.542,0,2,0.0,52,0.43,52,0.43,6,0.05,9,0.074,1,0.008,2015-16
203539,1610612742,DAL,124,14,41,0.341,2,2,1.0,28,0.226,47,0.379,23,0.185,9,0.073,1,0.008,2015-16
202066,1610612764,WAS,59,8,24,0.333,4,6,0.667,21,0.356,21,0.356,5,0.085,3,0.051,3,0.051,2015-16
202390,1610612766,CHA,200,46,103,0.447,31,32,0.969,128,0.64,55,0.275,10,0.05,15,0.075,16,0.08,2015-16
201588,1610612754,IND,335,59,127,0.465,44,58,0.759,169,0.504,122,0.364,39,0.116,11,0.033,29,0.087,2015-16
101123,1610612756,PHX,282,65,127,0.512,35,44,0.795,166,0.589,83,0.294,21,0.074,25,0.089,22,0.078,2015-16
201945,1610612766,CHA,375,65,151,0.43,73,94,0.777,208,0.555,118,0.315,30,0.08,19,0.051,47,0.125,2015-16
2222,1610612738,BOS,123,14,32,0.438,12,22,0.545,40,0.325,50,0.407,14,0.114,13,0.106,11,0.089,2015-16
203507,1610612749,MIL,255,28,84,0.333,38,58,0.655,95,0.373,69,0.271,26,0.102,35,0.137,30,0.118,2015-16
203540,1610612765,DET,13,2,4,0.5,0,0,0.0,4,0.308,6,0.462,0,0.0,3,0.231,0,0.0,2015-16
201175,1610612746,LAC,81,14,44,0.318,9,16,0.563,38,0.469,20,0.247,1,0.012,7,0.086,8,0.099,2015-16
203318,1610612764,WAS,17,3,7,0.429,0,0,0.0,6,0.353,8,0.471,0,0.0,2,0.118,0,0.0,2015-16
201609,1610612756,PHX,1099,187,377,0.496,95,124,0.766,482,0.439,459,0.418,112,0.102,63,0.057,64,0.058,2015-16
202330,1610612762,UTA,664,82,202,0.406,76,98,0.776,257,0.387,254,0.383,74,0.111,52,0.078,50,0.075,2015-16
203476,1610612750,MIN,16,1,4,0.25,6,8,0.75,8,0.5,5,0.313,0,0.0,2,0.125,4,0.25,2015-16
202328,1610612765,DET,272,86,172,0.5,49,62,0.79,226,0.831,40,0.147,5,0.018,19,0.07,32,0.118,2015-16
201141,1610612748,MIA,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
202962,1610612745,HOU,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
201880,1610612740,NOP,15,1,6,0.167,1,2,0.5,3,0.2,8,0.533,0,0.0,0,0.0,1,0.067,2015-16
202349,1610612761,TOR,503,90,214,0.421,27,32,0.844,209,0.416,180,0.358,50,0.099,37,0.074,17,0.034,2015-16
202970,1610612737,ATL,18,5,9,0.556,0,0,0.0,10,0.556,6,0.333,0,0.0,2,0.111,0,0.0,2015-16
202380,1610612758,SAC,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
203084,1610612744,GSW,303,57,159,0.358,51,70,0.729,169,0.558,63,0.208,24,0.079,18,0.059,35,0.116,2015-16
201934,1610612760,OKC,1,0,0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2015-16
2045,1610612746,LAC,28,3,14,0.214,2,2,1.0,8,0.286,11,0.393,1,0.036,1,0.036,1,0.036,2015-16
203156,1610612755,PHI,20,6,13,0.462,2,4,0.5,15,0.75,5,0.25,0,0.0,0,0.0,2,0.1,2015-16
200756,1610612744,GSW,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
203138,1610612755,PHI,147,24,45,0.533,10,16,0.625,61,0.415,65,0.442,11,0.075,16,0.109,8,0.054,2015-16
203546,1610612762,UTA,30,7,14,0.5,0,0,0.0,14,0.467,10,0.333,3,0.1,2,0.067,0,0.0,2015-16
101133,1610612754,IND,9,0,4,0.0,2,2,1.0,2,0.222,2,0.222,1,0.111,1,0.111,1,0.111,2015-16
202697,1610612752,NYK,161,24,56,0.429,13,18,0.722,61,0.379,57,0.354,14,0.087,18,0.112,10,0.062,2015-16
203477,1610612745,HOU,53,8,18,0.444,8,12,0.667,25,0.472,19,0.358,3,0.057,6,0.113,6,0.113,2015-16
202738,1610612758,SAC,972,177,361,0.49,96,114,0.842,470,0.484,354,0.364,102,0.105,68,0.07,59,0.061,2015-16
202397,1610612756,PHX,341,57,141,0.404,8,14,0.571,122,0.358,137,0.402,39,0.114,12,0.035,7,0.021,2015-16
200826,1610612750,MIN,595,104,263,0.395,40,53,0.755,251,0.422,190,0.319,61,0.103,38,0.064,27,0.045,2015-16
201581,1610612743,DEN,71,13,36,0.361,8,22,0.364,35,0.493,12,0.169,3,0.042,7,0.099,11,0.155,2015-16
200755,1610612746,LAC,120,16,42,0.381,23,24,0.958,55,0.458,43,0.358,13,0.108,9,0.075,12,0.1,2015-16
2747,1610612752,NYK,371,66,137,0.482,34,52,0.654,170,0.458,127,0.342,51,0.137,22,0.059,26,0.07,2015-16
201580,1610612743,DEN,4,0,1,0.0,0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,0,0.0,2015-16
203109,1610612742,DAL,59,8,19,0.421,12,14,0.857,30,0.508,16,0.271,7,0.119,7,0.119,7,0.119,2015-16
203479,1610612763,MEM,3,1,3,0.333,0,0,0.0,2,0.667,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
2224,1610612762,UTA,15,1,3,0.333,0,0,0.0,2,0.133,7,0.467,4,0.267,1,0.067,0,0.0,2015-16
2037,1610612746,LAC,310,66,179,0.369,54,64,0.844,197,0.635,64,0.206,24,0.077,10,0.032,32,0.103,2015-16
2749,1610612753,ORL,746,86,192,0.448,38,44,0.864,215,0.288,343,0.46,122,0.164,48,0.064,23,0.031,2015-16
202341,1610612755,PHI,257,53,110,0.482,15,20,0.75,122,0.475,97,0.377,16,0.062,20,0.078,10,0.039,2015-16
201935,1610612745,HOU,768,117,263,0.445,170,202,0.842,416,0.542,228,0.297,99,0.129,62,0.081,103,0.134,2015-16
201949,1610612763,MEM,215,44,81,0.543,38,45,0.844,129,0.6,63,0.293,19,0.088,20,0.093,24,0.112,2015-16
2592,1610612748,MIA,5,1,2,0.5,0,0,0.0,2,0.4,1,0.2,1,0.2,1,0.2,0,0.0,2015-16
203263,1610612755,PHI,16,1,7,0.143,3,4,0.75,6,0.375,5,0.313,0,0.0,2,0.125,2,0.125,2015-16
203480,1610612740,NOP,2,0,1,0.0,0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,2015-16
202686,1610612743,DEN,16,1,5,0.2,3,8,0.375,5,0.313,7,0.438,0,0.0,0,0.0,4,0.25,2015-16
2457,1610612766,CHA,41,2,5,0.4,0,0,0.0,4,0.098,19,0.463,8,0.195,7,0.171,1,0.024,2015-16
203099,1610612758,SAC,12,0,2,0.0,11,12,0.917,11,0.917,3,0.25,0,0.0,1,0.083,6,0.5,2015-16
201162,1610612746,LAC,114,14,32,0.438,3,7,0.429,31,0.272,47,0.412,18,0.158,10,0.088,4,0.035,2015-16
203096,1610612738,BOS,114,28,78,0.359,9,14,0.643,65,0.57,17,0.149,3,0.026,7,0.061,7,0.061,2015-16
101127,1610612739,CLE,472,96,194,0.495,35,44,0.795,231,0.489,175,0.371,46,0.097,27,0.057,23,0.049,2015-16
202363,1610612755,PHI,2,0,1,0.0,0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,2015-16
2215,1610612751,BKN,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
101131,1610612753,ORL,4,0,0,0.0,1,2,0.5,1,0.25,3,0.75,0,0.0,0,0.0,1,0.25,2015-16
201160,1610612740,NOP,29,8,21,0.381,0,0,0.0,17,0.586,4,0.138,1,0.034,2,0.069,0,0.0,2015-16
1891,1610612751,BKN,73,4,16,0.25,1,2,0.5,10,0.137,39,0.534,9,0.123,6,0.082,1,0.014,2015-16
201574,1610612758,SAC,25,4,12,0.333,2,2,1.0,10,0.4,6,0.24,3,0.12,2,0.08,1,0.04,2015-16
202399,1610612749,MIL,42,9,21,0.429,11,18,0.611,30,0.714,6,0.143,2,0.048,2,0.048,9,0.214,2015-16
201965,1610612759,SAS,4,1,1,1.0,0,2,0.0,2,0.5,2,0.5,0,0.0,0,0.0,1,0.25,2015-16
201145,1610612738,BOS,390,93,214,0.435,78,102,0.765,272,0.697,69,0.177,15,0.038,37,0.095,51,0.131,2015-16
201952,1610612737,ATL,1201,187,454,0.412,102,122,0.836,487,0.405,465,0.387,122,0.102,76,0.063,61,0.051,2015-16
203481,1610612740,NOP,21,7,11,0.636,3,6,0.5,19,0.905,6,0.286,1,0.048,0,0.0,3,0.143,2015-16
203106,1610612766,CHA,78,12,34,0.353,4,8,0.5,30,0.385,29,0.372,1,0.013,9,0.115,4,0.051,2015-16
202379,1610612762,UTA,12,2,4,0.5,3,4,0.75,8,0.667,3,0.25,2,0.167,0,0.0,2,0.167,2015-16
203087,1610612760,OKC,185,40,105,0.381,13,16,0.813,94,0.508,48,0.259,9,0.049,10,0.054,9,0.049,2015-16
202391,1610612745,HOU,778,113,233,0.485,106,122,0.869,340,0.437,314,0.404,78,0.1,69,0.089,61,0.078,2015-16
202719,1610612752,NYK,9,1,3,0.333,1,4,0.25,3,0.333,4,0.444,0,0.0,0,0.0,2,0.222,2015-16
979,1610612744,GSW,10,1,3,0.333,3,6,0.5,5,0.5,3,0.3,1,0.1,0,0.0,3,0.3,2015-16
201573,1610612738,BOS,302,43,103,0.417,23,30,0.767,112,0.371,124,0.411,30,0.099,24,0.079,15,0.05,2015-16
202690,1610612741,CHI,150,32,63,0.508,8,8,1.0,73,0.487,53,0.353,17,0.113,11,0.073,4,0.027,2015-16
202710,1610612741,CHI,273,23,68,0.338,60,80,0.75,110,0.403,101,0.37,34,0.125,25,0.092,41,0.15,2015-16
201149,1610612741,CHI,268,52,137,0.38,28,36,0.778,133,0.496,64,0.239,27,0.101,16,0.06,19,0.071,2015-16
201975,1610612747,LAL,279,46,119,0.387,49,60,0.817,146,0.523,74,0.265,25,0.09,22,0.079,30,0.108,2015-16
2207,1610612751,BKN,397,94,203,0.463,42,50,0.84,234,0.589,109,0.275,29,0.073,25,0.063,25,0.063,2015-16
201202,1610612738,BOS,2,1,1,1.0,0,0,0.0,2,1.0,1,0.5,0,0.0,0,0.0,0,0.0,2015-16
200777,1610612757,POR,9,2,6,0.333,0,0,0.0,4,0.444,2,0.222,0,0.0,1,0.111,0,0.0,2015-16
203089,1610612749,MIL,52,9,24,0.375,6,8,0.75,24,0.462,14,0.269,3,0.058,6,0.115,4,0.077,2015-16
203098,1610612737,ATL,17,3,6,0.5,2,2,1.0,9,0.529,8,0.471,2,0.118,0,0.0,1,0.059,2015-16
101249,1610612762,UTA,93,11,43,0.256,0,0,0.0,22,0.237,36,0.387,9,0.097,3,0.032,0,0.0,2015-16
2422,1610612761,TOR,277,23,82,0.28,21,26,0.808,67,0.242,127,0.458,33,0.119,19,0.069,13,0.047,2015-16
202322,1610612764,WAS,892,124,268,0.463,104,136,0.765,367,0.411,343,0.385,117,0.131,70,0.078,68,0.076,2015-16
202720,1610612763,MEM,66,16,34,0.471,12,14,0.857,44,0.667,21,0.318,1,0.015,2,0.03,7,0.106,2015-16
201973,1610612765,DET,63,15,31,0.484,4,6,0.667,36,0.571,15,0.238,4,0.063,8,0.127,4,0.063,2015-16
202685,1610612761,TOR,35,10,20,0.5,7,8,0.875,28,0.8,4,0.114,3,0.086,3,0.086,4,0.114,2015-16
202348,1610612744,GSW,535,100,224,0.446,57,68,0.838,262,0.49,182,0.34,56,0.105,34,0.064,35,0.065,2015-16
200770,1610612747,LAL,304,34,90,0.378,10,14,0.714,79,0.26,132,0.434,39,0.128,26,0.086,7,0.023,2015-16
202706,1610612745,HOU,182,30,83,0.361,20,28,0.714,81,0.445,56,0.308,12,0.066,14,0.077,15,0.082,2015-16
201941,1610612747,LAL,23,8,14,0.571,5,8,0.625,21,0.913,3,0.13,0,0.0,2,0.087,4,0.174,2015-16
203268,1610612751,BKN,28,2,9,0.222,0,0,0.0,4,0.143,8,0.286,4,0.143,4,0.143,0,0.0,2015-16
101181,1610612742,DAL,311,30,64,0.469,7,8,0.875,68,0.219,159,0.511,50,0.161,25,0.08,4,0.013,2015-16
2735,1610612740,NOP,2,0,0,0.0,0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,2015-16
202725,1610612765,DET,19,5,9,0.556,0,0,0.0,10,0.526,4,0.211,4,0.211,2,0.105,0,0.0,2015-16
201177,1610612766,CHA,308,48,99,0.485,23,34,0.676,119,0.386,119,0.386,50,0.162,16,0.052,17,0.055,2015-16
2694,1610612745,HOU,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
2746,1610612765,DET,339,72,171,0.421,33,68,0.485,185,0.546,74,0.218,28,0.083,23,0.068,35,0.103,2015-16
201950,1610612740,NOP,424,74,180,0.411,28,34,0.824,179,0.422,125,0.295,60,0.142,30,0.071,17,0.04,2015-16
202933,1610612761,TOR,26,3,4,0.75,1,2,0.5,8,0.308,16,0.615,4,0.154,1,0.038,1,0.038,2015-16
203120,1610612748,MIA,3,1,1,1.0,0,0,0.0,3,1.0,2,0.667,0,0.0,0,0.0,0,0.0,2015-16
202695,1610612759,SAS,254,47,98,0.48,19,28,0.679,117,0.461,87,0.343,18,0.071,27,0.106,14,0.055,2015-16
2586,1610612738,BOS,3,0,0,0.0,0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,2015-16
203482,1610612738,BOS,103,28,52,0.538,16,22,0.727,76,0.738,23,0.223,6,0.058,11,0.107,11,0.107,2015-16
202689,1610612766,CHA,808,116,307,0.378,106,124,0.855,342,0.423,296,0.366,88,0.109,36,0.045,62,0.077,2015-16
203088,1610612747,LAL,455,55,124,0.444,11,18,0.611,124,0.273,199,0.437,87,0.191,31,0.068,9,0.02,2015-16
2570,1610612760,OKC,13,3,8,0.375,2,2,1.0,9,0.692,1,0.077,1,0.077,2,0.154,1,0.077,2015-16
202702,1610612743,DEN,108,26,64,0.406,11,18,0.611,65,0.602,18,0.167,8,0.074,6,0.056,9,0.083,2015-16
203145,1610612747,LAL,197,39,87,0.448,27,42,0.643,107,0.543,51,0.259,16,0.081,20,0.102,21,0.107,2015-16
203484,1610612765,DET,61,18,44,0.409,15,18,0.833,51,0.836,5,0.082,0,0.0,3,0.049,9,0.148,2015-16
2030,1610612752,NYK,17,5,11,0.455,0,0,0.0,10,0.588,3,0.176,1,0.059,1,0.059,0,0.0,2015-16
201142,1610612760,OKC,751,189,344,0.549,201,230,0.874,594,0.791,158,0.21,64,0.085,58,0.077,116,0.154,2015-16
708,1610612751,BKN,18,3,7,0.429,0,0,0.0,6,0.333,7,0.389,3,0.167,1,0.056,0,0.0,2015-16
201567,1610612750,MIN,129,27,57,0.474,35,44,0.795,92,0.713,26,0.202,7,0.054,14,0.109,22,0.171,2015-16
2755,1610612750,MIN,274,51,153,0.333,67,72,0.931,173,0.631,60,0.219,7,0.026,15,0.055,37,0.135,2015-16
202338,1610612764,WAS,11,3,5,0.6,2,2,1.0,8,0.727,3,0.273,0,0.0,2,0.182,1,0.091,2015-16
203114,1610612749,MIL,277,38,107,0.355,20,20,1.0,97,0.35,101,0.365,30,0.108,24,0.087,10,0.036,2015-16
2550,1610612741,CHI,368,43,120,0.358,33,42,0.786,122,0.332,147,0.399,36,0.098,32,0.087,23,0.063,2015-16
202691,1610612744,GSW,343,68,171,0.398,29,44,0.659,168,0.49,75,0.219,37,0.108,27,0.079,22,0.064,2015-16
977,1610612747,LAL,51,7,15,0.467,5,6,0.833,19,0.373,18,0.353,10,0.196,4,0.078,3,0.059,2015-16
201585,1610612763,MEM,25,8,16,0.5,2,2,1.0,18,0.72,6,0.24,0,0.0,2,0.08,1,0.04,2015-16
2743,1610612738,BOS,73,10,33,0.303,19,22,0.864,41,0.562,14,0.192,4,0.055,9,0.123,11,0.151,2015-16
2594,1610612737,ATL,101,11,24,0.458,2,2,1.0,25,0.248,58,0.574,8,0.079,9,0.089,1,0.01,2015-16
200768,1610612761,TOR,811,133,296,0.449,69,90,0.767,343,0.423,283,0.349,112,0.138,53,0.065,48,0.059,2015-16
203124,1610612753,ORL,37,6,14,0.429,8,12,0.667,20,0.541,7,0.189,4,0.108,3,0.081,6,0.162,2015-16
202713,1610612765,DET,150,34,74,0.459,35,42,0.833,106,0.707,30,0.2,9,0.06,10,0.067,21,0.14,2015-16
202681,1610612739,CLE,735,160,354,0.452,67,80,0.838,402,0.547,191,0.26,78,0.106,53,0.072,41,0.056,2015-16
200746,1610612757,POR,76,21,48,0.438,11,14,0.786,55,0.724,14,0.184,2,0.026,5,0.066,7,0.092,2015-16
202362,1610612754,IND,519,125,223,0.561,41,54,0.759,299,0.576,159,0.306,55,0.106,48,0.092,28,0.054,2015-16
202498,1610612740,NOP,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
202361,1610612761,TOR,45,7,21,0.333,0,0,0.0,15,0.333,17,0.378,4,0.089,3,0.067,0,0.0,2015-16
202336,1610612749,MIL,16,3,10,0.3,1,2,0.5,7,0.438,2,0.125,2,0.125,1,0.063,1,0.063,2015-16
202730,1610612754,IND,20,5,8,0.625,4,4,1.0,14,0.7,7,0.35,1,0.05,1,0.05,2,0.1,2015-16
2544,1610612748,MIA,725,167,273,0.612,109,165,0.661,467,0.644,236,0.326,65,0.09,47,0.065,84,0.116,2015-16
2571,1610612756,PHX,97,18,45,0.4,13,14,0.929,49,0.505,28,0.289,7,0.072,8,0.082,7,0.072,2015-16
203485,1610612755,PHI,73,13,30,0.433,5,6,0.833,31,0.425,25,0.342,12,0.164,3,0.041,3,0.041,2015-16
200811,1610612741,CHI,2,0,0,0.0,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,2015-16
101150,1610612737,ATL,290,41,99,0.414,51,56,0.911,140,0.483,111,0.383,27,0.093,18,0.062,28,0.097,2015-16
201601,1610612750,MIN,69,13,34,0.382,13,14,0.929,39,0.565,16,0.232,2,0.029,9,0.13,7,0.101,2015-16
2449,1610612754,IND,81,17,44,0.386,11,12,0.917,45,0.556,13,0.16,1,0.012,14,0.173,7,0.086,2015-16
202337,1610612740,NOP,80,15,35,0.429,5,6,0.833,35,0.438,23,0.288,12,0.15,7,0.088,3,0.038,2015-16
2557,1610612766,CHA,178,23,58,0.397,4,4,1.0,50,0.281,80,0.449,25,0.14,11,0.062,2,0.011,2015-16
2736,1610612739,CLE,337,56,138,0.406,44,55,0.8,161,0.478,98,0.291,32,0.095,29,0.086,28,0.083,2015-16
203146,1610612746,LAC,1,0,0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2015-16
202952,1610612762,UTA,1,1,1,1.0,0,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16
202412,1610612747,LAL,35,5,16,0.313,4,4,1.0,15,0.429,11,0.314,3,0.086,2,0.057,2,0.057,2015-16
1938,1610612759,SAS,429,91,158,0.576,57,64,0.891,242,0.564,140,0.326,51,0.119,34,0.079,33,0.077,2015-16
202705,1610612747,LAL,118,25,54,0.463,17,24,0.708,68,0.576,33,0.28,6,0.051,9,0.076,12,0.102,2015-16
201188,1610612763,MEM,41,8,20,0.4,6,10,0.6,22,0.537,8,0.195,2,0.049,2,0.049,5,0.122,2015-16
101162,1610612764,WAS,45,11,31,0.355,3,4,0.75,25,0.556,8,0.178,0,0.0,3,0.067,2,0.044,2015-16
201158,1610612759,SAS,187,31,74,0.419,16,20,0.8,80,0.428,61,0.326,21,0.112,15,0.08,10,0.053,2015-16
202694,1610612756,PHX,132,20,61,0.328,23,34,0.676,64,0.485,35,0.265,4,0.03,13,0.098,17,0.129,2015-16
